CH1,timestamp
159.44444,10398.195457381198
159.44444,10398.215445801638
159.57434,10398.235434222077
159.44444,10398.255422642516
159.57434,10398.275411062956
159.44444,10398.295399483395
159.44444,10398.315387903835
159.44444,10398.335376324274
159.44444,10398.355364744713
159.44444,10398.375353165153
159.44444,10398.395341585592
159.57434,10398.41533000603
159.44444,10398.43531842647
159.57434,10398.455306846909
159.57434,10398.475295267348
159.70444,10398.495283687787
159.70444,10398.515272108227
159.70444,10398.535260528666
159.83476,10398.555248949106
159.83476,10398.575237369545
159.96529,10398.595225789984
159.96529,10398.615214210424
159.96529,10398.635202630863
160.09604,10398.655191051303
160.09604,10398.675179471742
160.09604,10398.695167892181
160.09604,10398.71515631262
160.09604,10398.73514473306
160.09604,10398.7551331535
160.09604,10398.775121573939
160.09604,10398.795109994378
160.09604,10398.815098414816
160.09604,10398.835086835255
160.22699,10398.855075255695
160.22699,10398.875063676134
160.22699,10398.895052096574
160.22699,10398.915040517013
160.22699,10398.935028937452
160.09604,10398.955017357892
160.09604,10398.975005778331
160.22699,10398.99499419877
160.09604,10399.01498261921
160.22699,10399.03497103965
160.22699,10399.054959460089
160.22699,10399.074947880528
159.83476,10399.094936300968
160.09604,10399.114924721407
160.22699,10399.134913141846
160.09604,10399.154901562286
160.09604,10399.174889982725
160.09604,10399.194878403165
160.22699,10399.214866823604
160.22699,10399.234855244042
160.35817,10399.254843664481
160.35817,10399.27483208492
160.35817,10399.29482050536
160.48955,10399.3148089258
160.35817,10399.334797346239
160.22699,10399.354785766678
160.35817,10399.374774187118
160.48955,10399.394762607557
160.35817,10399.414751027996
160.35817,10399.434739448436
160.35817,10399.454727868875
160.48955,10399.474716289315
160.35817,10399.494704709754
160.35817,10399.514693130193
160.35817,10399.534681550633
160.35817,10399.554669971072
160.48955,10399.574658391512
160.35817,10399.594646811951
160.48955,10399.61463523239
160.62115,10399.634623652828
160.48955,10399.654612073267
160.62115,10399.674600493707
160.48955,10399.694588914146
160.48955,10399.714577334586
160.48955,10399.734565755025
160.62115,10399.754554175464
160.48955,10399.774542595904
160.62115,10399.794531016343
160.48955,10399.814519436783
160.48955,10399.834507857222
160.48955,10399.854496277661
160.48955,10399.8744846981
160.62115,10399.89447311854
160.75298,10399.91446153898
160.75298,10399.934449959419
160.75298,10399.954438379858
160.75298,10399.974426800298
160.88501,10399.994415220737
160.88501,10400.014403641177
160.88501,10400.034392061614
161.01726,10400.054380482054
160.88501,10400.074368902493
160.88501,10400.094357322932
161.01726,10400.114345743372
160.88501,10400.134334163811
160.88501,10400.15432258425
161.01726,10400.17431100469
161.01726,10400.19429942513
161.01726,10400.214287845569
161.01726,10400.234276266008
161.01726,10400.254264686448
161.01726,10400.274253106887
161.01726,10400.294241527326
161.01726,10400.314229947766
161.01726,10400.334218368205
161.14973,10400.354206788645
161.14973,10400.374195209084
161.01726,10400.394183629523
161.01726,10400.414172049963
161.14973,10400.434160470402
161.14973,10400.45414889084
161.14973,10400.47413731128
161.14973,10400.494125731719
161.01726,10400.514114152158
161.14973,10400.534102572597
161.14973,10400.554090993037
161.14973,10400.574079413476
161.28242,10400.594067833916
161.28242,10400.614056254355
161.41533,10400.634044674794
161.28242,10400.654033095234
161.28242,10400.674021515673
161.41533,10400.694009936113
161.41533,10400.713998356552
161.28242,10400.733986776992
161.28242,10400.753975197431
161.41533,10400.77396361787
161.41533,10400.79395203831
161.54845,10400.81394045875
161.41533,10400.833928879189
161.54845,10400.853917299626
161.41533,10400.873905720066
161.41533,10400.893894140505
161.41533,10400.913882560944
161.54845,10400.933870981384
161.41533,10400.953859401823
161.41533,10400.973847822263
161.41533,10400.993836242702
161.41533,10401.013824663141
161.28242,10401.03381308358
161.28242,10401.05380150402
161.28242,10401.07378992446
161.28242,10401.093778344899
161.28242,10401.113766765338
161.28242,10401.133755185778
161.14973,10401.153743606217
161.14973,10401.173732026657
161.14973,10401.193720447096
161.14973,10401.213708867535
161.01726,10401.233697287975
161.01726,10401.253685708414
161.14973,10401.273674128852
161.01726,10401.293662549291
161.01726,10401.31365096973
160.88501,10401.33363939017
161.01726,10401.35362781061
161.01726,10401.373616231049
160.88501,10401.393604651488
161.14973,10401.413593071928
161.14973,10401.433581492367
161.28242,10401.453569912806
161.14973,10401.473558333246
161.28242,10401.493546753685
161.28242,10401.513535174125
161.28242,10401.533523594564
161.28242,10401.553512015003
161.28242,10401.573500435443
161.14973,10401.593488855882
161.28242,10401.613477276322
161.28242,10401.633465696761
161.28242,10401.6534541172
161.28242,10401.673442537638
161.28242,10401.693430958077
161.14973,10401.713419378517
161.14973,10401.733407798956
161.14973,10401.753396219396
161.28242,10401.773384639835
161.14973,10401.793373060274
161.28242,10401.813361480714
161.28242,10401.833349901153
161.28242,10401.853338321593
161.14973,10401.873326742032
161.28242,10401.893315162471
161.28242,10401.91330358291
161.28242,10401.93329200335
161.14973,10401.95328042379
161.28242,10401.97326884423
161.14973,10401.993257264669
161.28242,10402.013245685108
161.28242,10402.033234105547
161.14973,10402.053222525987
161.28242,10402.073210946424
161.28242,10402.093199366864
161.28242,10402.113187787303
161.28242,10402.133176207743
161.28242,10402.153164628182
161.41533,10402.173153048621
161.28242,10402.19314146906
161.41533,10402.2131298895
161.54845,10402.23311830994
161.54845,10402.253106730379
161.54845,10402.273095150818
161.6818,10402.293083571258
161.6818,10402.313071991697
161.6818,10402.333060412137
161.6818,10402.353048832576
161.6818,10402.373037253015
161.6818,10402.393025673455
161.6818,10402.413014093894
161.6818,10402.433002514334
161.6818,10402.452990934773
161.6818,10402.472979355212
161.6818,10402.49296777565
161.6818,10402.51295619609
161.81537,10402.532944616529
161.81537,10402.552933036968
161.81537,10402.572921457408
