frame,1-1:1,1-2:2,2-1:3,2-3:4,3-2:5,3-3:6,3-4:7,4-2:8,4-4:9,4-5:10,5-3:11,5-4:12,5-6:13,6-4:14,6-5:15,6-6:16,7-5:17,7-7:18,8-6:19,8-7:20,timestamp
125.0,0.5720205,0.7336746,0.6115645,0.56335175,0.016980477,0.3347201,0.14893839,0.08678416,0.020183187,0.052847143,0.3149744,0.65196687,0.20389497,0.15573876,0.015068806,0.25845602,0.14621267,0.10530603,0.10963546,0.73078144,11322.325665407703
126.0,0.57428926,0.73616004,0.6150794,0.5649275,0.014513302,0.33555043,0.14936195,0.08782302,0.025210781,0.054487243,0.31446043,0.6518687,0.20356615,0.15462142,0.015525103,0.25801593,0.14675517,0.104454815,0.10789864,0.71997577,11322.453666391611
127.0,0.56707174,0.72851604,0.60190934,0.5591525,0.016729476,0.3330195,0.14701316,0.0862757,0.0289928,0.05439855,0.3123232,0.64235204,0.20165089,0.15241987,0.016480803,0.25595593,0.14762184,0.104137555,0.107696615,0.7193328,11322.58166737552
128.0,0.56745183,0.7242576,0.6030606,0.5597862,0.014603137,0.33296654,0.14724386,0.08624155,0.026992742,0.05318493,0.31239963,0.6440536,0.20186822,0.15311916,0.013999967,0.25637013,0.1463857,0.10397876,0.10776863,0.7204383,11322.709668359428
129.0,0.5675315,0.72407275,0.60334074,0.5586585,0.012975727,0.33248106,0.14701487,0.085009,0.02395534,0.052547075,0.31221777,0.64328754,0.20179231,0.15327099,0.014034722,0.25642088,0.14584374,0.10467839,0.10799102,0.72183293,11322.837669343337
130.0,0.56861764,0.7253968,0.6045254,0.5587148,0.011174655,0.33280772,0.14682077,0.08337309,0.021179713,0.051649254,0.3128745,0.64562774,0.20249736,0.15312937,0.012952683,0.25742114,0.14514108,0.105073094,0.10878467,0.7296372,11322.965670327245
131.0,0.57113236,0.7268451,0.60713124,0.5604147,0.016370628,0.33377323,0.14771146,0.08429823,0.023046847,0.049920186,0.31347716,0.64869183,0.20319852,0.15404998,0.016560672,0.25832862,0.15023631,0.10542815,0.10912997,0.7290664,11323.093671311153
132.0,0.5714148,0.72783315,0.60248744,0.55816895,0.014572335,0.3324879,0.14709045,0.08329618,0.021287687,0.04872808,0.31030384,0.6396865,0.20065384,0.15041368,0.014758135,0.25546756,0.14930137,0.104299165,0.10688136,0.7147368,11323.221672295062
133.0,0.56350803,0.71458966,0.59517604,0.55430275,0.013087048,0.33051512,0.14510788,0.08560728,0.02762929,0.05192269,0.3092063,0.6370457,0.20001525,0.15052927,0.015034833,0.2548524,0.14499302,0.10443049,0.10723171,0.71694136,11323.34967327897
134.0,0.5651994,0.71979314,0.5971771,0.5539158,0.014706018,0.32995445,0.14555846,0.08540507,0.023066793,0.052086387,0.30818805,0.63601667,0.1995414,0.14981098,0.0148915425,0.25441378,0.14493027,0.104337655,0.10706109,0.715323,11323.477674262878
