AFp1,AFp2,C3,C4,P7,P8,O1,O2,timestamp
70916.61,65848.58,38350.094,-60018.277,-60148.344,72162.07,65019.86,72622.336,11321.204537115007
71139.26,65753.71,39491.82,-58363.47,-58908.18,72178.14,65591.62,72622.9,11321.209039491503
71000.83,65632.14,39695.67,-57871.504,-58447.71,72185.83,65632.164,72617.95,11321.213541867999
70654.16,65634.47,38714.742,-59216.633,-59269.742,72174.03,65115.57,72614.2,11321.218044244493
70597.18,65760.76,37916.492,-60461.668,-60304.156,72155.52,64772.473,72614.76,11321.22254662099
70920.38,65855.7,38324.793,-60092.35,-60158.312,72151.97,65032.914,72615.92,11321.227048997485
71157.85,65778.414,39476.266,-58447.598,-58919.11,72169.89,65598.15,72618.54,11321.23155137398
71014.914,65648.484,39687.758,-57945.242,-58441.05,72176.484,65635.96,72612.95,11321.236053750476
70653.28,65633.234,38699.164,-59306.957,-59272.56,72164.24,65109.65,72608.28,11321.240556126972
70578.984,65749.0,37898.41,-60539.832,-60325.57,72146.805,64743.773,72609.84,11321.245058503468
70911.53,65858.72,38309.973,-60178.92,-60189.695,72145.42,65003.5,72613.62,11321.249560879962
71165.36,65795.664,39482.59,-58514.207,-58941.46,72160.73,65591.33,72613.89,11321.254063256458
71015.94,65655.74,39716.01,-57953.582,-58449.52,72168.06,65639.875,72609.06,11321.258565632954
70660.59,65644.305,38738.344,-59288.516,-59273.562,72155.43,65119.863,72604.234,11321.263068009448
70584.77,65758.97,37926.688,-60522.98,-60331.336,72137.73,64755.016,72605.26,11321.267570385944
70904.36,65852.11,38320.746,-60149.93,-60206.19,72136.12,64999.477,72608.77,11321.27207276244
71152.484,65779.84,39478.008,-58476.434,-58961.4,72153.82,65573.6,72611.56,11321.276575138934
71015.49,65650.875,39717.105,-57911.293,-58446.594,72160.17,65632.97,72605.84,11321.28107751543
70654.94,65635.67,38735.84,-59238.45,-59263.797,72147.61,65113.223,72600.52,11321.285579891926
70581.375,65754.83,37914.906,-60486.19,-60325.727,72129.88,64743.08,72601.7,11321.290082268422
70909.945,65860.84,38307.293,-60147.63,-60211.508,72127.38,65012.754,72604.45,11321.294584644917
71151.59,65781.19,39464.35,-58505.066,-58967.836,72144.46,65587.51,72606.49,11321.299087021413
71005.59,65639.61,39702.98,-57946.184,-58434.367,72151.19,65632.945,72601.06,11321.303589397909
70650.805,65627.25,38723.145,-59285.14,-59244.348,72141.75,65112.664,72598.13,11321.308091774403
70584.77,65753.805,37897.137,-60545.824,-60307.152,72124.61,64744.668,72599.72,11321.312594150899
70922.51,65870.48,38286.035,-60224.832,-60202.727,72123.875,65003.656,72604.59,11321.317096527395
71164.02,65789.43,39445.31,-58591.207,-58969.58,72141.57,65567.57,72607.12,11321.32159890389
71029.58,65658.23,39702.31,-58005.66,-58436.38,72146.07,65631.07,72599.31,11321.326101280385
70675.234,65647.48,38729.492,-59339.145,-59238.47,72136.43,65129.965,72596.5,11321.330603656881
70593.695,65765.38,37896.176,-60581.094,-60311.043,72121.59,64767.22,72600.52,11321.335106033377
70902.39,65859.59,38260.89,-60283.84,-60228.473,72119.445,65004.215,72603.805,11321.339608409871
71155.484,65792.78,39422.645,-58650.664,-58989.586,72136.52,65580.11,72605.75,11321.344110786367
71016.25,65647.01,39693.68,-58043.883,-58448.18,72143.79,65646.0,72600.27,11321.348613162863
70656.5,65630.71,38722.406,-59377.164,-59252.64,72130.664,65128.6,72593.99,11321.353115539358
70583.5,65755.66,37889.203,-60609.55,-60327.336,72115.42,64754.48,72597.484,11321.357617915854
70887.24,65849.38,38252.64,-60319.824,-60247.695,72115.266,64992.01,72602.67,11321.36212029235
71145.0,65781.32,39414.305,-58695.03,-59008.36,72131.6,65568.664,72603.96,11321.366622668846
71012.3,65642.13,39691.78,-58071.062,-58446.95,72138.87,65645.15,72598.94,11321.37112504534
70656.26,65625.68,38726.05,-59400.676,-59246.76,72130.17,65137.074,72596.86,11321.375627421836
70582.16,65757.23,37890.207,-60645.336,-60328.61,72112.83,64760.223,72598.42,11321.380129798332
70896.72,65861.38,38243.77,-60383.395,-60267.03,72111.31,64980.633,72602.4,11321.384632174826
71146.23,65782.836,39400.113,-58779.836,-59034.043,72128.92,65540.7,72604.59,11321.389134551322
71016.74,65648.33,39689.277,-58117.4,-58449.273,72136.7,65627.12,72599.336,11321.393636927818
70663.3,65640.945,38733.81,-59424.39,-59236.324,72126.77,65141.902,72596.09,11321.398139304314
70579.79,65763.5,37888.844,-60652.754,-60319.69,72110.55,64773.387,72599.2,11321.402641680808
70886.75,65858.55,38227.875,-60401.746,-60271.055,72109.79,65001.086,72604.3,11321.407144057304
71143.01,65787.305,39379.816,-58800.285,-59044.414,72127.336,65571.7,72606.984,11321.4116464338
71014.29,65647.79,39678.504,-58123.273,-58452.426,72136.86,65648.15,72603.67,11321.416148810295
70659.2,65628.586,38720.33,-59429.938,-59240.06,72125.305,65131.64,72597.75,11321.42065118679
70570.29,65745.31,37867.117,-60672.69,-60333.594,72109.41,64746.5,72600.73,11321.425153563287
70883.664,65849.555,38205.168,-60435.406,-60295.754,72107.87,64972.633,72605.24,11321.42965593978
71142.984,65781.72,39357.98,-58844.59,-59068.598,72127.2,65550.42,72609.84,11321.434158316277
71028.77,65655.32,39669.07,-58135.836,-58452.965,72136.19,65642.805,72606.24,11321.438660692773
70666.56,65631.49,38718.965,-59441.76,-59239.098,72125.836,65136.18,72601.73,11321.443163069269
70575.55,65749.78,37858.02,-60695.133,-60339.094,72109.56,64755.46,72605.195,11321.447665445763
70891.93,65857.875,38190.883,-60475.37,-60310.527,72110.44,64982.734,72612.28,11321.452167822259
71152.71,65788.96,39352.906,-58890.117,-59082.3,72127.875,65561.42,72614.805,11321.456670198755
71030.58,65654.65,39676.426,-58173.32,-58457.5,72135.586,65662.14,72609.77,11321.46117257525
70666.23,65629.98,38732.42,-59468.695,-59237.22,72124.81,65154.688,72604.86,11321.465674951745
70578.07,65748.195,37871.098,-60708.164,-60339.54,72107.58,64754.434,72606.16,11321.470177328241
70889.945,65853.16,38191.645,-60498.33,-60323.895,72105.63,64968.16,72610.49,11321.474679704736
71150.12,65785.055,39343.273,-58921.793,-59099.734,72123.89,65542.42,72614.6,11321.479182081232
71031.25,65650.94,39674.348,-58179.938,-58451.42,72133.39,65640.28,72611.63,11321.483684457728
70666.336,65631.336,38739.55,-59460.65,-59217.816,72124.79,65144.473,72608.59,11321.488186834224
70573.17,65749.805,37876.46,-60717.934,-60320.184,72105.74,64758.883,72608.93,11321.492689210718
70874.5,65848.125,38178.97,-60528.973,-60320.07,72103.51,64965.68,72613.06,11321.497191587214
71136.234,65780.16,39327.65,-58960.125,-59105.723,72122.44,65536.01,72617.04,11321.50169396371
71012.38,65638.49,39665.54,-58206.6,-58461.656,72133.8,65636.86,72615.41,11321.506196340204
70656.77,65622.58,38730.434,-59476.984,-59220.03,72124.68,65146.55,72611.97,11321.5106987167
70571.63,65753.445,37858.11,-60722.695,-60328.32,72106.15,64760.426,72612.8,11321.515201093196
70865.22,65850.12,38148.15,-60543.477,-60341.82,72100.2,64957.074,72613.62,11321.519703469692
71140.82,65789.766,39303.17,-58977.2,-59127.76,72120.32,65532.117,72618.586,11321.524205846186
71037.89,65659.88,39656.867,-58216.84,-58476.723,72130.78,65646.18,72615.48,11321.528708222682
70672.44,65630.53,38728.176,-59489.86,-59237.285,72120.05,65150.934,72610.516,11321.533210599178
70561.53,65740.7,37852.633,-60745.156,-60350.36,72103.13,64740.22,72612.64,11321.537712975673
70866.05,65852.84,38157.42,-60567.73,-60361.42,72102.91,64945.742,72618.875,11321.542215352169
71129.04,65782.44,39316.965,-59004.047,-59145.332,72122.04,65524.453,72623.01,11321.546717728665
71027.875,65652.59,39681.363,-58210.516,-58479.293,72132.52,65653.29,72620.51,11321.551220105159
70671.25,65633.39,38756.16,-59465.23,-59226.0,72123.89,65161.258,72617.22,11321.555722481655
70563.766,65749.734,37877.42,-60726.383,-60333.707,72106.93,64756.895,72619.14,11321.56022485815
70864.22,65857.13,38166.633,-60557.223,-60357.152,72104.875,64949.832,72623.74,11321.564727234647
71138.2,65794.664,39319.89,-58998.434,-59149.29,72124.74,65527.805,72629.02,11321.569229611141
71032.55,65658.336,39692.07,-58195.605,-58476.05,72134.69,65654.695,72625.4,11321.573731987637
70674.07,65634.24,38776.5,-59442.543,-59213.547,72125.26,65165.438,72621.016,11321.578234364133
70554.98,65737.4,37891.15,-60718.47,-60330.266,72108.875,64753.965,72623.45,11321.582736740627
70869.85,65858.7,38169.383,-60569.85,-60366.34,72106.03,64950.66,72627.63,11321.587239117123
71140.73,65792.54,39315.176,-59022.957,-59164.598,72125.37,65527.426,72632.22,11321.59174149362
71032.68,65649.13,39691.914,-58214.137,-58481.754,72134.96,65650.23,72628.24,11321.596243870115
70671.945,65617.68,38778.58,-59452.2,-59210.22,72124.03,65155.76,72621.94,11321.60074624661
70559.45,65733.15,37879.168,-60725.4,-60327.156,72110.82,64743.973,72627.3,11321.605248623106
70849.64,65834.78,38131.99,-60587.44,-60377.07,72109.43,64920.26,72633.086,11321.609750999602
71139.59,65788.76,39280.977,-59034.957,-59171.55,72126.69,65496.38,72635.88,11321.614253376096
71048.414,65660.44,39676.156,-58210.805,-58475.94,72137.375,65637.87,72632.53,11321.618755752592
70677.89,65623.9,38764.766,-59446.164,-59202.15,72129.77,65148.203,72629.22,11321.623258129088
70558.71,65732.34,37865.664,-60739.66,-60322.55,72114.95,64731.523,72633.23,11321.627760505582
70852.305,65843.92,38123.492,-60607.918,-60376.35,72113.74,64915.812,72639.1,11321.632262882078
71130.31,65783.71,39268.17,-59064.754,-59179.617,72130.84,65495.37,72641.914,11321.636765258574
71038.05,65653.29,39672.336,-58215.14,-58479.137,72142.02,65636.03,72639.664,11321.64126763507
70679.234,65626.375,38777.395,-59429.6,-59190.28,72133.57,65152.363,72635.01,11321.645770011564
70560.39,65737.33,37887.055,-60714.312,-60303.867,72115.84,64742.41,72635.44,11321.65027238806
70851.7,65842.83,38134.914,-60593.145,-60367.68,72115.53,64917.758,72642.055,11321.654774764556
71131.52,65782.836,39272.55,-59066.004,-59185.117,72132.7,65485.312,72644.805,11321.65927714105
71036.305,65644.81,39677.477,-58214.582,-58481.82,72142.734,65621.68,72640.98,11321.663779517547
70677.89,65612.96,38788.055,-59423.902,-59185.004,72135.47,65145.098,72637.875,11321.668281894043
70565.89,65731.01,37890.99,-60720.547,-60305.43,72120.945,64733.47,72641.78,11321.672784270537
70859.234,65843.55,38129.418,-60619.496,-60384.848,72116.586,64908.617,72644.31,11321.677286647033
71131.055,65781.836,39266.07,-59100.45,-59205.973,72136.34,65479.39,72649.65,11321.681789023529
71041.664,65653.016,39690.797,-58231.277,-58484.145,72146.65,65636.766,72646.43,11321.686291400025
70681.2,65620.56,38809.156,-59419.363,-59172.58,72137.57,65167.984,72641.18,11321.690793776519
70561.84,65734.875,37902.434,-60713.64,-60294.164,72122.69,64756.98,72644.53,11321.695296153015
70848.26,65844.69,38122.4,-60626.023,-60387.797,72120.72,64927.3,72650.21,11321.699798529511
71137.76,65794.664,39263.277,-59103.645,-59208.316,72138.195,65508.402,72653.83,11321.704300906005
71041.33,65649.29,39687.78,-58225.445,-58481.684,72148.88,65653.76,72650.414,11321.708803282501
70697.45,65627.92,38809.895,-59409.35,-59164.242,72141.35,65185.934,72646.66,11321.713305658997
70573.42,65739.66,37902.098,-60707.9,-60287.06,72125.52,64772.25,72648.87,11321.717808035493
70851.48,65845.49,38113.21,-60635.387,-60392.87,72124.875,64932.285,72656.16,11321.722310411988
71129.58,65785.45,39240.766,-59133.15,-59228.03,72142.89,65506.594,72660.67,11321.726812788484
71041.16,65649.04,39666.523,-58259.977,-58499.926,72152.39,65660.89,72656.05,11321.73131516498
70686.54,65620.01,38790.96,-59444.4,-59179.863,72145.22,65190.203,72652.47,11321.735817541474
70561.28,65730.85,37880.82,-60748.266,-60305.207,72128.19,64771.734,72653.9,11321.74031991797
70840.61,65836.91,38084.043,-60686.105,-60418.22,72124.19,64925.29,72657.61,11321.744822294466
71120.03,65779.8,39211.062,-59198.28,-59257.67,72143.67,65491.125,72662.88,11321.74932467096
71042.49,65651.81,39660.89,-58301.64,-58502.496,72153.914,65657.984,72659.11,11321.753827047456
70689.6,65623.29,38799.14,-59470.93,-59173.785,72146.625,65191.836,72655.33,11321.758329423952
70548.63,65724.57,37881.402,-60780.07,-60305.88,72129.73,64766.414,72656.49,11321.762831800448
70826.6,65833.6,38076.44,-60736.418,-60435.965,72126.87,64916.73,72661.97,11321.767334176942
71120.75,65787.46,39207.91,-59258.97,-59281.99,72146.72,65487.953,72667.89,11321.771836553438
71042.54,65658.3,39668.96,-58333.85,-58518.812,72159.055,65664.42,72666.1,11321.776338929934
70678.25,65615.58,38811.66,-59486.465,-59184.535,72149.17,65191.566,72659.4,11321.780841306429
70554.51,65730.31,37893.0,-60794.375,-60319.668,72133.1,64770.953,72661.3,11321.785343682925
70831.766,65841.53,38077.27,-60760.0,-60462.52,72131.49,64923.86,72667.89,11321.78984605942
71115.695,65787.42,39210.055,-59285.746,-59313.527,72150.67,65493.81,72673.61,11321.794348435917
71044.016,65655.97,39683.645,-58353.52,-58542.414,72161.22,65668.33,72669.586,11321.79885081241
70687.62,65620.945,38831.395,-59503.92,-59204.61,72155.66,65209.785,72667.375,11321.803353188907
70546.484,65722.96,37903.395,-60819.766,-60344.03,72140.52,64774.33,72670.69,11321.807855565403
70831.766,65842.47,38079.215,-60801.93,-60498.348,72136.92,64912.773,72675.53,11321.812357941897
71118.69,65787.51,39192.13,-59353.83,-59362.523,72155.72,65481.74,72681.19,11321.816860318393
71043.97,65658.23,39660.555,-58414.586,-58576.703,72168.125,65664.28,72678.69,11321.82136269489
70679.91,65615.6,38813.043,-59558.438,-59232.367,72160.53,65208.71,72674.93,11321.825865071383
70524.875,65709.91,37884.484,-60868.227,-60373.336,72142.695,64785.95,72676.01,11321.83036744788
70812.875,65836.8,38058.27,-60864.65,-60533.13,72138.84,64938.074,72680.99,11321.834869824375
71115.63,65798.1,39171.746,-59441.38,-59399.918,72155.234,65506.684,72684.38,11321.839372200871
71038.11,65660.33,39639.477,-58489.71,-58582.336,72168.06,65673.72,72682.62,11321.843874577366
70678.09,65618.59,38797.51,-59620.93,-59227.34,72162.984,65207.84,72681.414,11321.848376953862
70536.766,65721.484,37870.09,-60922.496,-60369.426,72146.445,64775.312,72683.96,11321.852879330358
70815.42,65842.83,38025.438,-60947.33,-60549.625,72142.11,64913.332,72688.99,11321.857381706852
71106.89,65795.914,39128.83,-59556.29,-59429.086,72161.47,65482.855,72695.38,11321.861884083348
71029.62,65657.6,39600.875,-58568.05,-58594.742,72173.18,65655.91,72692.63,11321.866386459844
70680.89,65626.78,38769.055,-59668.92,-59235.074,72164.62,65196.773,72688.055,11321.87088883634
70544.81,65734.625,37849.395,-60963.734,-60384.266,72147.92,64768.316,72690.625,11321.875391212834
70807.734,65840.195,38000.09,-61016.375,-60582.906,72145.35,64891.832,72697.17,11321.87989358933
71110.29,65796.47,39112.38,-59662.75,-59470.08,72164.82,65453.55,72703.875,11321.884395965826
71033.06,65650.27,39595.98,-58655.402,-58628.65,72176.22,65639.72,72701.46,11321.88889834232
70684.58,65619.914,38771.984,-59730.855,-59262.97,72168.93,65189.777,72698.85,11321.893400718816
70540.72,65723.09,37843.65,-61026.812,-60417.324,72152.95,64751.84,72702.16,11321.897903095312
70810.15,65839.99,37981.156,-61092.637,-60623.945,72150.11,64882.266,72708.91,11321.902405471807
71110.195,65797.99,39078.875,-59757.21,-59522.562,72170.48,65455.387,72716.86,11321.906907848303
71039.79,65660.22,39564.51,-58736.273,-58682.336,72185.27,65641.24,72716.73,11321.911410224799
70677.16,65613.26,38743.754,-59785.46,-59314.445,72176.016,65186.426,72712.1,11321.915912601295
70542.17,65733.82,37823.645,-61064.562,-60464.8,72159.43,64756.043,72715.34,11321.920414977789
70804.18,65846.65,37960.883,-61144.94,-60683.29,72155.52,64867.2,72721.13,11321.924917354285
71113.15,65808.37,39058.242,-59836.445,-59595.07,72175.44,65423.51,72727.64,11321.92941973078
71054.72,65674.56,39558.496,-58800.11,-58747.47,72190.93,65621.77,72727.8,11321.933922107275
70690.43,65624.164,38756.473,-59814.52,-59362.926,72184.375,65182.895,72726.61,11321.938424483771
70538.62,65726.18,37830.617,-61102.094,-60513.168,72168.06,64740.777,72730.63,11321.942926860267
70811.24,65850.25,37961.555,-61202.965,-60743.57,72163.28,64859.508,72736.445,11321.947429236761
71107.94,65804.23,39054.934,-59913.383,-59664.652,72183.15,65423.242,72742.66,11321.951931613257
71052.44,65672.53,39560.086,-58859.586,-58811.797,72198.46,65626.94,72742.39,11321.956433989753
70702.79,65630.0,38760.406,-59836.78,-59422.09,72190.836,65189.375,72740.18,11321.96093636625
70549.82,65732.93,37830.06,-61121.85,-60577.316,72172.33,64753.45,72745.01,11321.965438742744
70805.61,65849.18,37948.926,-61226.66,-60815.496,72167.62,64868.406,72752.6,11321.96994111924
71110.04,65812.56,39046.664,-59934.996,-59736.266,72191.555,65431.18,72758.836,11321.974443495736
71041.76,65668.84,39562.543,-58870.85,-58871.5,72208.27,65626.914,72759.24,11321.97894587223
70683.32,65622.06,38771.09,-59839.465,-59468.96,72201.25,65185.086,72757.32,11321.983448248726
70529.586,65726.35,37839.312,-61123.438,-60618.133,72170.12,64751.305,72760.766,11321.987950625222
70783.82,65840.7,37949.44,-61236.0,-60861.812,72151.52,64863.375,72766.04,11321.992453001718
71086.1,65798.28,39030.46,-59956.254,-59792.504,72194.77,65416.67,72769.7,11321.996955378212
71037.84,65672.06,39550.94,-58889.156,-58923.223,72213.26,65628.14,72770.06,11322.001457754708
70689.13,65629.39,38778.332,-59832.625,-59499.406,72207.266,65207.348,72768.766,11322.005960131204
70537.37,65731.695,37847.918,-61103.79,-60639.164,72167.28,64768.875,72774.266,11322.010462507698
70797.72,65852.24,37944.008,-61226.48,-60891.047,72134.11,64872.207,72779.78,11322.014964884194
71104.875,65813.91,39020.74,-59966.4,-59837.05,72204.2,65420.965,72786.42,11322.01946726069
71061.25,65685.984,39559.438,-58889.402,-58961.04,72226.266,65631.3,72787.31,11322.023969637185
70719.35,65640.305,38809.58,-59810.79,-59517.04,72220.72,65212.62,72786.195,11322.02847201368
70559.83,65731.23,37893.83,-61075.316,-60643.188,72171.68,64779.355,72790.375,11322.032974390177
70808.94,65848.26,37985.76,-61197.78,-60901.484,72126.11,64871.246,72797.086,11322.037476766673
71109.7,65808.68,39049.48,-59933.23,-59852.184,72211.53,65415.8,72801.58,11322.041979143167
71064.89,65675.64,39592.94,-58844.207,-58960.75,72238.0,65637.77,72802.47,11322.046481519663
70721.61,65627.49,38847.51,-59767.09,-59497.64,72230.94,65222.66,72798.83,11322.050983896159
70556.19,65718.84,37919.758,-61027.01,-60621.105,72180.24,64785.547,72802.625,11322.055486272653
70802.34,65836.98,37993.406,-61142.348,-60890.71,72132.03,64873.434,72809.664,11322.05998864915
71112.86,65810.82,39060.59,-59858.64,-59849.3,72222.53,65422.06,72814.74,11322.064491025645
71067.055,65676.0,39614.375,-58755.293,-58951.05,72249.04,65645.82,72814.12,11322.068993402141
70716.41,65619.0,38874.625,-59684.05,-59474.37,72242.83,65233.59,72810.79,11322.073495778635
70553.26,65714.04,37949.13,-60959.062,-60583.31,72193.32,64788.766,72812.84,11322.077998155131
70796.76,65831.27,38012.316,-61075.984,-60846.074,72148.414,64869.812,72819.28,11322.082500531627
71108.52,65805.836,39066.445,-59791.9,-59799.543,72235.32,65422.75,72825.516,11322.087002908122
71062.875,65668.06,39621.688,-58702.43,-58891.01,72258.9,65648.77,72823.46,11322.091505284618
70716.92,65617.21,38891.656,-59642.477,-59399.895,72252.93,65234.707,72820.195,11322.096007661114
70557.39,65710.69,37960.1,-60947.33,-60506.82,72208.79,64790.777,72823.414,11322.100510037608
70801.97,65826.31,38003.152,-61081.17,-60784.383,72166.41,64865.074,72829.36,11322.105012414104
71109.125,65801.81,39044.79,-59812.195,-59753.277,72246.67,65409.496,72835.57,11322.1095147906
71065.74,65671.1,39611.113,-58719.062,-58838.934,72271.414,65648.125,72835.93,11322.114017167096
70719.18,65620.766,38894.316,-59650.57,-59335.945,72264.125,65249.414,72831.125,11322.11851954359
70546.375,65711.805,37964.75,-60953.25,-60439.88,72223.31,64811.656,72834.19,11322.123021920086
70791.57,65832.55,38004.938,-61099.855,-60729.133,72181.67,64887.74,72838.79,11322.127524296582
71094.77,65795.65,39033.098,-59853.902,-59716.977,72255.55,65417.88,72844.49,11322.132026673076
71060.42,65667.77,39605.035,-58745.39,-58800.062,72279.555,65654.94,72844.85,11322.136529049572
70726.22,65627.12,38897.938,-59647.44,-59287.152,72274.766,65262.42,72841.984,11322.141031426068
70550.04,65710.35,37963.5,-60955.62,-60400.156,72230.06,64814.918,72844.76,11322.145533802563
70793.41,65836.68,37997.316,-61114.363,-60700.92,72186.81,64887.094,72851.6,11322.150036179059
71097.68,65807.695,39028.785,-59881.418,-59696.08,72266.38,65414.215,72856.336,11322.154538555555
71056.22,65671.234,39607.156,-58769.152,-58780.504,72290.91,65641.46,72856.65,11322.15904093205
70708.76,65615.06,38913.47,-59667.086,-59269.586,72287.28,65234.684,72854.33,11322.163543308545
70538.51,65704.766,38000.492,-60976.99,-60383.527,72239.74,64790.44,72855.69,11322.16804568504
70776.95,65824.164,38051.9,-61143.4,-60695.336,72188.94,64866.125,72862.305,11322.172548061537
71088.43,65799.53,39101.94,-59914.68,-59695.945,72274.66,65394.207,72866.734,11322.177050438031
71062.21,65678.57,39703.023,-58792.33,-58774.63,72301.26,65641.82,72866.89,11322.181552814527
70705.586,65614.95,39010.59,-59680.633,-59261.785,72298.64,65238.438,72864.81,11322.186055191023
70535.02,65711.18,38079.125,-60975.09,-60380.266,72250.92,64787.293,72867.56,11322.19055756752
70774.5,65834.516,38105.164,-61146.438,-60700.273,72195.42,64852.11,72871.445,11322.195059944013
71075.84,65797.91,39130.06,-59927.44,-59714.496,72285.836,65375.477,72877.53,11322.19956232051
71038.78,65660.53,39722.426,-58800.49,-58791.547,72313.46,65617.88,72878.195,11322.204064697005
70702.68,65617.7,39034.348,-59670.17,-59261.94,72309.75,65234.93,72875.27,11322.2085670735
70534.664,65713.55,38098.37,-60975.426,-60376.13,72260.04,64790.98,72879.09,11322.213069449996
70760.91,65825.77,38104.336,-61167.227,-60714.42,72195.375,64837.156,72883.02,11322.217571826492
71065.54,65791.734,39124.203,-59954.664,-59735.977,72294.68,65358.246,72889.125,11322.222074202986
71048.57,65676.65,39736.125,-58807.04,-58796.4,72324.97,65617.73,72889.555,11322.226576579482
70708.29,65623.47,39057.73,-59659.71,-59251.727,72321.51,65233.098,72886.22,11322.231078955978
70531.76,65710.71,38119.76,-60982.355,-60370.52,72270.66,64786.22,72889.69,11322.235581332474
70759.5,65830.56,38118.465,-61180.168,-60717.484,72204.49,64836.35,72895.7,11322.240083708968
71071.016,65802.1,39139.156,-59972.12,-59744.78,72306.125,65364.523,72900.95,11322.244586085464
71060.375,65680.555,39755.684,-58812.043,-58817.586,72336.7,65630.805,72900.08,11322.24908846196
70715.22,65620.875,39085.6,-59649.184,-59274.746,72332.055,65251.74,72895.66,11322.253590838454
70541.19,65716.01,38152.617,-60969.414,-60389.676,72281.766,64807.23,72898.23,11322.25809321495
70766.09,65840.93,38147.945,-61170.332,-60739.367,72217.414,64856.96,72905.31,11322.262595591446
71074.1,65812.37,39165.22,-59959.137,-59767.09,72317.15,65379.613,72910.97,11322.267097967942
71053.31,65678.92,39782.46,-58796.35,-58833.547,72349.11,65640.77,72911.48,11322.271600344437
70707.77,65615.76,39109.047,-59634.117,-59282.3,72348.1,65259.406,72910.45,11322.276102720933
70529.39,65704.92,38163.504,-60964.07,-60395.62,72303.78,64802.2,72914.34,11322.280605097429
70750.29,65823.3,38148.06,-61162.242,-60749.492,72244.99,64839.215,72917.914,11322.285107473923
71051.91,65785.01,39154.242,-59949.727,-59786.824,72334.29,65361.26,72923.55,11322.289609850419
71037.625,65659.79,39789.816,-58770.426,-58838.26,72362.27,65646.42,72922.836,11322.294112226915
70705.63,65610.69,39135.246,-59593.504,-59269.227,72358.19,65275.184,72918.164,11322.298614603409
70521.63,65696.0,38187.13,-60934.945,-60381.76,72322.805,64826.965,72923.33,11322.303116979905
70738.96,65814.98,38159.703,-61144.336,-60746.477,72276.195,64860.895,72928.555,11322.307619356401
71033.53,65774.55,39161.977,-59924.176,-59789.957,72348.77,65366.38,72931.64,11322.312121732897
71028.68,65653.31,39815.945,-58741.258,-58840.387,72372.78,65650.74,72930.836,11322.316624109391
70702.21,65601.055,39171.656,-59558.996,-59255.57,72370.32,65293.223,72927.8,11322.321126485887
70518.66,65688.76,38215.336,-60888.61,-60363.812,72342.09,64834.207,72928.83,11322.325628862383
70726.016,65800.97,38175.66,-61094.156,-60734.695,72315.07,64855.82,72933.05,11322.330131238878
71053.086,65787.71,39189.625,-59843.8,-59767.938,72367.44,65389.56,72940.984,11322.334633615374
71045.16,65658.74,39846.207,-58657.15,-58833.95,72387.94,65678.414,72940.94,11322.33913599187
70695.8,65588.49,39190.88,-59484.72,-59255.926,72385.586,65297.45,72936.76,11322.343638368364
70507.305,65675.62,38230.11,-60829.266,-60362.16,72366.74,64834.34,72935.59,11322.34814074486
