CH1,timestamp
1093.5907,3461.2502613324805
1093.0599,3461.270249719905
1093.0599,3461.2902381073304
1092.5297,3461.310226494755
1091.4708,3461.3302148821804
1091.4708,3461.350203269605
1091.4708,3461.37019165703
1090.9421,3461.390180044455
1090.414,3461.41016843188
1090.414,3461.4301568193046
1089.8862,3461.4501452067298
1089.3591,3461.4701335941545
1088.8325,3461.4901219815797
1087.7808,3461.5101103690045
1087.2556,3461.530098756429
1086.731,3461.5500871438544
1086.2069,3461.570075531279
1086.2069,3461.590063918704
1084.1155,3461.610052306129
1084.6376,3461.630040693554
1084.6376,3461.650029080979
1083.594,3461.670017468404
1083.594,3461.6900058558285
1082.5522,3461.7099942432537
1082.0322,3461.7299826306785
1082.0322,3461.749971018103
1081.5126,3461.7699594055284
1080.475,3461.789947792953
1078.9221,3461.8099361803784
1078.4055,3461.829924567803
1076.8588,3461.849912955228
1076.8588,3461.869901342653
1076.3441,3461.889889730078
1075.83,3461.909878117503
1074.8031,3461.9298665049278
1074.8031,3461.9498548923525
1074.8031,3461.9698432797777
1073.7783,3461.9898316672025
1073.7783,3462.009820054627
1073.2666,3462.0298084420524
1073.2666,3462.049796829477
1072.7554,3462.0697852169023
1072.2448,3462.089773604327
1071.7345,3462.109761991752
1071.2247,3462.129750379177
1071.2247,3462.149738766602
1070.2067,3462.1697271540265
1070.2067,3462.1897155414517
1069.6984,3462.2097039288765
1068.6832,3462.2296923163017
1067.67,3462.2496807037264
1066.6588,3462.269669091151
1066.6588,3462.2896574785764
1066.1538,3462.309645866001
1066.1538,3462.329634253426
1065.1454,3462.349622640851
1064.642,3462.369611028276
1064.642,3462.389599415701
1064.1389,3462.4095878031258
1063.6364,3462.4295761905505
1063.6364,3462.4495645779757
1063.1343,3462.4695529654005
1062.6327,3462.4895413528257
1062.6327,3462.5095297402504
1061.631,3462.529518127675
1061.631,3462.5495065151003
1061.631,3462.569494902525
1060.631,3462.58948328995
1060.1318,3462.609471677375
1060.1318,3462.6294600648
