X,Y,Z,timestamp
-0.454,0.37,0.786,11421.609454083733
-0.454,0.37,0.786,11421.613447449938
-0.454,0.37,0.786,11421.61744081614
-0.454,0.37,0.786,11421.621434182345
-0.454,0.37,0.786,11421.62542754855
-0.454,0.37,0.786,11421.629420914753
-0.454,0.37,0.786,11421.633414280957
-0.454,0.37,0.786,11421.637407647162
-0.454,0.37,0.786,11421.641401013367
-0.454,0.37,0.786,11421.64539437957
-0.448,0.378,0.788,11421.649387745774
-0.448,0.378,0.788,11421.653381111979
-0.448,0.378,0.788,11421.657374478182
-0.448,0.378,0.788,11421.661367844386
-0.448,0.378,0.788,11421.665361210591
-0.448,0.378,0.788,11421.669354576794
-0.448,0.378,0.788,11421.673347942999
-0.448,0.378,0.788,11421.677341309203
-0.448,0.378,0.788,11421.681334675406
-0.448,0.378,0.788,11421.68532804161
-0.454,0.374,0.784,11421.689321407815
-0.454,0.374,0.784,11421.693314774018
-0.454,0.374,0.784,11421.697308140223
-0.454,0.374,0.784,11421.701301506428
-0.454,0.374,0.784,11421.705294872632
-0.454,0.374,0.784,11421.709288238835
-0.454,0.374,0.784,11421.71328160504
-0.454,0.374,0.784,11421.717274971244
-0.454,0.374,0.784,11421.721268337447
-0.454,0.374,0.784,11421.725261703652
-0.448,0.372,0.784,11421.729255069857
-0.448,0.372,0.784,11421.73324843606
-0.448,0.372,0.784,11421.737241802264
-0.448,0.372,0.784,11421.741235168469
-0.448,0.372,0.784,11421.745228534672
-0.448,0.372,0.784,11421.749221900876
-0.448,0.372,0.784,11421.753215267081
-0.448,0.372,0.784,11421.757208633284
-0.448,0.372,0.784,11421.761201999489
-0.448,0.372,0.784,11421.765195365693
-0.452,0.37,0.786,11421.769188731898
-0.452,0.37,0.786,11421.7731820981
-0.452,0.37,0.786,11421.777175464305
-0.452,0.37,0.786,11421.78116883051
-0.452,0.37,0.786,11421.785162196713
-0.452,0.37,0.786,11421.789155562918
-0.452,0.37,0.786,11421.793148929122
-0.452,0.37,0.786,11421.797142295325
-0.452,0.37,0.786,11421.80113566153
-0.452,0.37,0.786,11421.805129027734
-0.454,0.368,0.784,11421.809122393937
-0.454,0.368,0.784,11421.813115760142
-0.454,0.368,0.784,11421.817109126347
-0.454,0.368,0.784,11421.82110249255
-0.454,0.368,0.784,11421.825095858754
-0.454,0.368,0.784,11421.829089224959
-0.454,0.368,0.784,11421.833082591163
-0.454,0.368,0.784,11421.837075957366
-0.454,0.368,0.784,11421.841069323571
-0.454,0.368,0.784,11421.845062689776
-0.448,0.374,0.784,11421.849056055979
-0.448,0.374,0.784,11421.853049422183
-0.448,0.374,0.784,11421.857042788388
-0.448,0.374,0.784,11421.86103615459
-0.448,0.374,0.784,11421.865029520795
-0.448,0.374,0.784,11421.869022887
-0.448,0.374,0.784,11421.873016253203
-0.448,0.374,0.784,11421.877009619408
-0.448,0.374,0.784,11421.881002985612
-0.448,0.374,0.784,11421.884996351815
-0.444,0.374,0.79,11421.88898971802
-0.444,0.374,0.79,11421.892983084224
-0.444,0.374,0.79,11421.896976450429
-0.444,0.374,0.79,11421.900969816632
-0.444,0.374,0.79,11421.904963182837
-0.444,0.374,0.79,11421.908956549041
-0.444,0.374,0.79,11421.912949915244
-0.444,0.374,0.79,11421.916943281449
-0.444,0.374,0.79,11421.920936647653
-0.444,0.374,0.79,11421.924930013856
