C1CH1,C1CH2,C2CH1,C2CH2,timestamp
-1.1447145,-2.0675108,-2.3448906,-1.0903348,2647.5548700474465
-1.1138464,-0.004255176,0.015001299,0.09808542,2647.5563893436715
-1.0866566,-2.3448906,-0.923229,-1.079228,2647.557908639897
-0.0043272977,-0.18470348,1.2462617,-0.0043994193,2647.5594279361226
1.4774836,1.4862825,-1.0901905,-0.004255176,2647.5609472323476
-0.004255176,-1.7170718,0.11654855,-2.3448906,2647.562466528573
-2.3448906,-1.11363,-1.0766317,0.015001299,2647.5639858247987
-0.66474503,-1.0848535,-0.0043994193,-1.2924917,2647.5655051210238
1.4862825,-0.0043272977,-0.004255176,0.6185151,2647.5670244172493
-1.7170718,1.4775558,-2.3448906,-1.0955275,2647.5685437134744
-1.1140628,-0.004255176,0.010385514,0.13501169,2647.5700630097
-1.0844208,-2.3448906,-1.3109548,-1.0765595,2647.5715823059254
-0.0043272977,-0.16624035,1.6155245,-0.0043994193,2647.5731016021505
0.29598716,1.4862825,-1.0883875,-0.004255176,2647.574620898376
-0.004255176,-1.1631776,0.15347482,-2.3448906,2647.5761401946015
-2.3448906,-1.1118991,-1.0787232,0.010385514,2647.5776594908266
-0.84937644,-1.0841323,-0.0043994193,-1.4401968,2647.579178787052
1.4862825,-0.004255176,-0.004255176,1.2277986,2647.580698083277
-1.4585878,0.29605928,-2.3448906,-1.0902627,2647.5822173795027
-1.1121155,-0.004255176,0.00576973,0.17193796,2647.5837366757282
-1.0839881,-2.3448906,-1.9387015,-1.0788674,2647.5852559719533
-0.0043272977,-1.200176,1.153946,-0.0043994193,2647.586775268179
-0.8855815,1.4862825,-1.0929312,-0.004255176,2647.588294564404
-0.004255176,-1.0339357,0.1904011,-2.3448906,2647.5898138606294
-2.3448906,-1.1139907,-1.076848,0.00576973,2647.591333156855
-0.2954823,-1.0860796,-0.0043994193,-1.3478811,2647.59285245308
1.4862825,-0.0043272977,-0.004255176,1.6155245,2647.5943717493055
-1.6247561,-0.8855094,-2.3448906,-1.0905511,2647.595891045531
-1.1154331,-0.004255176,0.001153946,0.20886424,2647.597410341756
-1.0882432,-2.3448906,-1.7540702,-1.0757662,2647.5989296379817
-0.0043272977,-0.49857682,1.3939668,-0.0043994193,2647.6004489342067
-2.067078,1.4862825,-1.0924263,-0.004255176,2647.6019682304322
-0.004255176,-1.4585878,0.20886424,-2.3448906,2647.603487526658
-2.3448906,-1.1158658,-1.0787232,0.001153946,2647.605006822883
-0.68320817,-1.0846372,-0.0043994193,-1.4955862,2647.6065261191084
1.4862825,-0.0043272977,-0.004255176,1.7263033,2647.608045415334
-1.9017031,-2.0670059,-2.3448906,-1.0936524,2647.609564711559
-1.1129088,-0.004255176,0.015001299,0.22732738,2647.6110840077845
-1.0849978,-2.3448906,-0.9416921,-1.0770644,2647.6126033040096
-0.0043272977,-0.9786184,1.0431672,-0.0043994193,2647.614122600235
1.4779885,1.4862825,-1.0883154,-0.004255176,2647.6156418964606
-0.004255176,-0.9970094,0.24579051,-2.3448906,2647.6171611926857
-2.3448906,-1.1162264,-1.0769202,0.015001299,2647.618680488911
0.4061169,-1.0889645,-0.0043994193,-1.6248282,2647.6201997851363
1.4862825,-0.0043272977,-0.004255176,1.6524508,2647.621719081362
-1.3108827,1.4780606,-2.3448906,-1.0925705,2647.6232383775873
-1.1139907,-0.004255176,0.010385514,0.26425365,2647.6247576738124
-1.0855747,-2.3448906,-1.4955862,-1.0795165,2647.626276970038
-0.004255176,0.2584118,1.8924716,-0.0043994193,2647.6277962662634
0.296492,1.4862825,-1.0925705,-0.004255176,2647.6293155624885
-0.004255176,-1.606293,0.28271678,-2.3448906,2647.630834858714
-2.3448906,-1.1121155,-1.0758383,0.010385514,2647.632354154939
-0.7385976,-1.0842766,-0.0043994193,-1.477123,2647.6338734511646
1.4862825,-0.0043272977,-0.004255176,0.7292939,2647.63539274739
-1.8278506,0.29656413,-2.3448906,-1.0914166,2647.636912043615
-1.1122597,-0.004255176,0.00576973,0.30117992,2647.6384313398407
-1.0862238,-2.3448906,-1.1447866,-1.077425,2647.6399506360663
-0.004255176,0.09224356,0.5261994,-0.0043994193,2647.6414699322913
-0.88507664,1.4862825,-1.0895414,-0.004255176,2647.642989228517
-0.004255176,1.9940188,0.31964305,-2.3448906,2647.644508524742
-2.3448906,-1.1147119,-1.0772808,0.00576973,2647.6460278209674
-0.4801137,-1.0873778,-0.0043994193,-1.6802176,2647.647547117193
1.4862825,-0.0043272977,-0.004255176,0.9877778,2647.649066413418
-1.5878298,-0.8850045,-2.3448906,-1.0909117,2647.6505857096436
-1.1150725,-0.004255176,0.001153946,0.3381062,2647.6521050058686
-1.0818965,-2.3448906,-2.0864067,-1.076848,2647.653624302094
-0.004255176,0.7199902,1.0616304,-0.0043994193,2647.6551435983197
-2.0665731,1.4862825,-1.0887481,-0.004255176,2647.6566628945448
-0.004255176,-2.1047976,0.3381062,-2.3448906,2647.6581821907703
-2.3448906,-1.112404,-1.0795887,0.001153946,2647.659701486996
-0.7385976,-1.0830505,-0.0043994193,-1.6617545,2647.661220783221
1.4862825,-0.004255176,-0.004255176,1.0616304,2647.6627400794464
-1.2001039,-2.0665011,-2.3448906,-1.0907675,2647.6642593756715
-1.1146398,-0.004255176,0.015001299,0.35656932,2647.665778671897
-1.0834832,-2.3448906,-0.923229,-1.0764153,2647.6672979681225
-0.0043272977,-0.5908925,1.541672,-0.0043994193,2647.6688172643476
1.4784933,1.4862825,-1.0902627,-0.004255176,2647.670336560573
-0.004255176,-1.6247561,0.37503248,-2.3448906,2647.6718558567986
-2.3448906,-1.1131973,-1.0747565,0.015001299,2647.6733751530237
-0.68320817,-1.0862238,-0.0043994193,-1.477123,2647.674894449249
1.4862825,-0.0043272977,-0.004255176,1.1170198,2647.6764137454743
-1.6247561,1.4785655,-2.3448906,-1.0891087,2647.6779330417
-1.1129088,-0.004255176,0.010385514,0.39349562,2647.6794523379253
-1.0842766,-2.3448906,-1.864849,-1.0766317,2647.6809716341504
-0.0043272977,-0.40626115,0.3231049,-0.0043994193,2647.682490930376
0.29699686,1.4862825,-1.0898299,-0.004255176,2647.6840102266015
-0.004255176,-0.8862306,0.41195875,-2.3448906,2647.6855295228265
-2.3448906,-1.1155052,-1.0772086,0.010385514,2647.687048819052
-0.7755239,-1.0865844,-0.0043994193,-1.6432914,2647.688568115277
1.4862825,-0.0043272977,-0.004255176,1.2462617,2647.6900874115026
-1.8463137,0.29706898,-2.3448906,-1.089902,2647.691606707728
-1.116587,-0.004255176,0.00576973,0.4304219,2647.6931260039532
-1.085142,-2.3448906,-1.7540702,-1.077425,2647.6946453001788
-0.0043272977,-0.12931408,1.2093354,-0.0043994193,2647.696164596404
-0.8845718,1.4862825,-1.091056,-0.004255176,2647.6976838926294
-0.004255176,-1.1816407,0.44888502,-2.3448906,2647.699203188855
-2.3448906,-1.1139185,-1.0761989,0.00576973,2647.70072248508
-0.49857682,-1.0849257,-0.0043994193,-1.2740285,2647.7022417813055
1.4862825,-0.0043272977,-0.004255176,0.9139253,2647.703761077531
-1.4031984,-0.88449967,-2.3448906,-1.0926427,2647.705280373756
-1.114207,-0.004255176,0.001153946,0.46734816,2647.7067996699816
-1.0870893,-2.3448906,-1.4401968,-1.0790838,2647.7083189662067
-0.0043272977,-0.036998395,1.0431672,-0.0043994193,2647.709838262432
-2.0660684,1.4862825,-1.0889645,-0.004255176,2647.7113575586577
-0.004255176,-1.7355349,0.46734816,-2.3448906,2647.712876854883
-2.3448906,-1.1150725,-1.0765595,0.001153946,2647.7143961511083
-0.5355031,-1.0861517,-0.0043994193,-1.0340078,2647.715915447334
1.4862825,-0.0043272977,-0.004255176,0.8031465,2647.717434743559
-1.6986086,-2.0659962,-2.3448906,-1.0895414,2647.7189540397844
-1.1144955,-0.004255176,0.015001299,0.4858113,2647.7204733360095
-1.0835553,-2.3448906,-1.6432914,-1.0772808,2647.721992632235
-0.0043272977,-0.9416921,0.71083075,-0.0043994193,2647.7235119284605
1.4789982,1.4862825,-1.0904069,-0.004255176,2647.7250312246856
-0.004255176,-1.5139773,0.5042744,-2.3448906,2647.726550520911
-2.3448906,-1.1137743,-1.077425,0.015001299,2647.728069817136
-0.4801137,-1.0828341,-0.0043994193,-0.923229,2647.7295891133617
1.4862825,-0.0043272977,-0.004255176,1.6339877,2647.7311084095873
-2.2525027,1.4790703,-2.3448906,-1.0904069,2647.7326277058123
-1.1114664,-0.004255176,0.010385514,0.52273756,2647.734147002038
-1.0871614,-2.3448906,-2.2156487,-1.080382,2647.7356662982634
-0.0043272977,-0.9970815,1.283188,-0.0043994193,2647.7371855944884
0.2975017,1.4862825,-1.0895414,-0.004255176,2647.738704890714
-0.004255176,-1.6432192,0.5412007,-2.3448906,2647.740224186939
-2.3448906,-1.1138464,-1.0770644,0.010385514,2647.7417434831646
-0.3508717,-1.0834832,-0.0043994193,-1.3663442,2647.74326277939
1.4862825,-0.0043272977,-0.004255176,1.5047457,2647.744782075615
-1.9940188,0.29757383,-2.3448906,-1.0907675,2647.7463013718407
-1.1160101,-0.004255176,0.00576973,0.55966383,2647.747820668066
-1.086945,-2.3448906,-2.3448906,-1.0764874,2647.7493399642913
-0.0043272977,-1.1632497,-0.12001039,-0.0043994193,2647.750859260517
-0.88406694,1.4862825,-1.0894693,-0.004255176,2647.752378556742
-0.004255176,-1.8278506,0.57812697,-2.3448906,2647.7538978529674
-2.3448906,-1.1168755,-1.0781462,0.00576973,2647.755417149193
-0.68320817,-1.0844929,-0.0043994193,-2.0310173,2647.756936445418
1.4862825,-0.0043272977,-0.004255176,0.89546216,2647.7584557416435
-1.7355349,-0.8839948,-2.3448906,-1.0925705,2647.7599750378686
-1.1140628,-0.004255176,0.001153946,0.5965901,2647.761494334094
-1.085719,-2.3448906,-1.5509757,-1.0805984,2647.7630136303196
-0.0043272977,-1.2186391,0.56312567,-0.0043994193,2647.7645329265447
-2.0655634,1.4862825,-1.0919936,-0.004255176,2647.76605222277
-0.004255176,-1.0523988,0.5965901,-2.3448906,2647.7675715189957
-2.3448906,-1.1157937,-1.0743959,0.001153946,2647.769090815221
-0.018535258,-1.0855026,-0.0043994193,-2.2156487,2647.7706101114463
1.4862825,-0.0043272977,-0.004255176,0.9693147,2647.7721294076714
-1.5324404,-2.0654914,-2.3448906,-1.0901184,2647.773648703897
-1.1160101,-0.004255176,0.015001299,0.61505324,2647.7751680001224
-1.0873057,-2.3448906,-1.2555654,-1.0790117,2647.7766872963475
-0.0043272977,-0.18470348,1.5785983,-0.0043994193,2647.778206592573
1.479503,1.4862825,-1.0930033,-0.004255176,2647.7797258887986
-0.004255176,-1.6432192,0.6335164,-2.3448906,2647.7812451850236
-2.3448906,-1.1137743,-1.0789396,0.015001299,2647.782764481249
-0.31394544,-1.0829062,-0.0043994193,-1.7540702,2647.7842837774742
1.4862825,-0.0043272977,-0.004255176,0.9323884,2647.7858030736998
-1.6801455,1.4795752,-2.3448906,-1.0907675,2647.7873223699253
-1.1139907,-0.004255176,0.010385514,0.6519795,2647.7888416661503
-1.0862238,-2.3448906,-1.5325125,-1.0764153,2647.790360962376
-0.0043272977,-0.72013444,1.6709139,-0.0043994193,2647.791880258601
0.29800656,1.4862825,-1.091056,-0.004255176,2647.7933995548265
-0.004255176,-1.4401246,0.67044264,-2.3448906,2647.794918851052
-2.3448906,-1.1151446,-1.0715832,0.010385514,2647.796438147277
-0.79398704,-1.0846372,-0.0043994193,-1.3663442,2647.7979574435026
1.4862825,-0.0043272977,-0.004255176,1.0616304,2647.799476739728
-1.4770509,0.2980787,-2.3448906,-1.0924263,2647.800996035953
-1.1162264,-0.004255176,0.00576973,0.6889058,2647.8025153321787
-1.0868008,-2.3448906,-1.3663442,-1.0777856,2647.8040346284038
-0.0043272977,-0.42472428,0.84007275,-0.0043994193,2647.8055539246293
-0.8835621,1.4862825,-1.0911281,-0.004255176,2647.807073220855
-0.004255176,-1.8463137,0.7073689,-2.3448906,2647.80859251708
-2.3448906,-1.1152167,-1.0775692,0.00576973,2647.8101118133054
-0.16624035,-1.0817523,-0.0043994193,2.3632095,2647.811631109531
1.4862825,-0.0043272977,-0.004255176,1.1170198,2647.813150405756
-1.4031984,-0.88348997,-2.3448906,-1.0924263,2647.8146697019815
-1.1121155,-0.004255176,0.001153946,0.72583205,2647.8161889982066
-1.0834832,-2.3448906,-0.8309133,-1.076271,2647.817708294432
-0.0043272977,-0.3508717,1.4678193,-0.0043994193,2647.8192275906576
-2.0650587,1.4862825,-1.0932196,-0.004255176,2647.8207468868827
-0.004255176,-0.9046937,0.72583205,-2.3448906,2647.8222661831082
-2.3448906,-1.1157937,-1.0770644,0.001153946,2647.8237854793333
-0.68320817,-1.0855747,-0.0043994193,-1.7540702,2647.825304775559
1.4862825,-0.0043272977,-0.004255176,1.6709139,2647.8268240717844
-1.753998,-2.0649865,-2.3448906,-1.0918493,2647.8283433680094
-1.1143513,-0.004255176,0.015001299,0.7442952,2647.829862664235
-1.0831947,-2.3448906,-2.123333,-1.0772086,2647.8313819604605
-0.0043272977,-0.18470348,0.89546216,-0.0043994193,2647.8329012566855
1.4800079,1.4862825,-1.0896136,-0.004255176,2647.834420552911
-0.004255176,-1.9201663,0.7627584,-2.3448906,2647.835939849136
-2.3448906,-1.1140628,-1.0802377,0.015001299,2647.8374591453617
-0.25855604,-1.0854305,-0.0043994193,-1.1817129,2647.838978441587
1.4862825,-0.0043272977,-0.004255176,1.2462617,2647.8404977378123
-1.5324404,1.48008,-2.3448906,-1.093436,2647.842017034038
-1.1132694,-0.004255176,0.010385514,0.7812215,2647.8435363302633
-1.084565,-2.3448906,-1.4586599,-1.0775692,2647.8450556264884
-0.0043272977,-0.12931408,1.0616304,-0.0043994193,2647.846574922714
0.29851142,1.4862825,-1.0900463,-0.004255176,2647.848094218939
-0.004255176,-1.9201663,0.79968464,-2.3448906,2647.8496135151645
-2.3448906,-1.1147119,-1.077425,0.010385514,2647.85113281139
-0.4801137,-1.0838438,-0.0043994193,-1.9940909,2647.852652107615
1.4862825,-0.0043272977,-0.004255176,1.8370821,2647.8541714038406
-1.218567,0.29858354,-2.3448906,-1.0943736,2647.8556907000657
-1.1128367,-0.004255176,0.00576973,0.8181478,2647.857209996291
-1.085142,-2.3448906,-1.2371023,-1.0777856,2647.8587292925167
-0.0043272977,-0.2954823,1.0616304,-0.0043994193,2647.860248588742
-0.88305724,1.4862825,-1.0927869,-0.004255176,2647.8617678849673
-0.004255176,-1.88324,0.8366109,-2.3448906,2647.863287181193
-2.3448906,-1.11363,-1.079228,0.00576973,2647.864806477418
-0.12931408,-1.0855026,-0.0043994193,-1.6248282,2647.8663257736434
1.4862825,-0.0043272977,-0.004255176,1.153946,2647.8678450698685
-2.0678713,-0.8829851,-2.3448906,-1.0911281,2647.869364366094
-1.1106731,-0.004255176,0.001153946,0.85507405,2647.8708836623196
-1.0834111,-2.3448906,-1.8094596,-1.0805262,2647.8724029585446
-0.0043272977,-0.44318742,1.7447665,-0.0043994193,2647.87392225477
-2.0645537,1.4862825,-1.0920657,-0.004255176,2647.8754415509957
-0.004255176,-1.495514,0.85507405,-2.3448906,2647.8769608472207
-2.3448906,-1.1111058,-1.0786511,0.001153946,2647.8784801434463
-0.31394544,-1.0853584,-0.0043994193,-2.1787224,2647.8799994396713
1.4862825,-0.0043272977,-0.004255176,1.3939668,2647.881518735897
-1.2554933,-2.0644817,-2.3448906,-1.0890366,2647.8830380321224
-1.1132694,-0.004255176,0.015001299,0.8735372,2647.8845573283475
-1.0880269,-2.3448906,-1.7540702,-1.0772086,2647.886076624573
-0.0043272977,-0.62781876,1.3939668,-0.0043994193,2647.887595920798
1.4805127,1.4862825,-1.0896857,-0.004255176,2647.8891152170236
-0.004255176,-1.8647768,0.8920003,-2.3448906,2647.890634513249
-2.3448906,-1.1161543,-1.0769202,0.015001299,2647.892153809474
-0.110850945,-1.0834111,-0.0043994193,-2.0864067,2647.8936731056997
1.4862825,-0.0043272977,-0.004255176,1.3755037,2647.895192401925
-2.1786501,1.4805849,-2.3448906,-1.0927148,2647.8967116981503
-1.1127646,-0.004255176,0.010385514,0.91046345,2647.898230994376
-1.0882432,-2.3448906,-2.141796,-1.0789396,2647.899750290601
-0.0043272977,-0.75706077,0.9323884,-0.0043994193,2647.9012695868264
0.29901627,1.4862825,-1.0893251,-0.004255176,2647.902788883052
-0.004255176,-1.1262513,0.9289266,-2.3448906,2647.904308179277
-2.3448906,-1.1162264,-1.0771365,0.010385514,2647.9058274755025
-0.07392467,-1.0873057,-0.0043994193,2.2339675,2647.907346771728
1.4862825,-0.0043272977,-0.004255176,1.3755037,2647.908866067953
-1.5693667,0.2990884,-2.3448906,-1.0889645,2647.9103853641786
-1.1126204,-0.004255176,0.00576973,0.9473897,2647.9119046604037
-1.0844929,-2.3448906,-1.9940909,-1.0778577,2647.9134239566292
0.0021636488,-0.51696783,0.9877778,-0.0043994193,2647.9149432528548
-0.8825524,1.4862825,0.9318836,0.0036060815,2647.91646254908
-0.004255176,-1.4401246,0.96585286,-2.3632815,2647.9179818453053
-2.3448906,-1.1143513,-1.0793723,0.00576973,2647.9195011415304
2.2709658,0.93779755,-0.0043994193,-1.5694388,2647.921020437756
1.4862825,0.0036060815,0.0036060815,-1.8370821,2647.9225397339815
-1.8278506,-0.88248026,-2.3632815,0.93152297,2647.9240590302065
-1.1116828,-0.004255176,0.001153946,0.984316,2647.925578326432
0.9363551,-2.3448906,-1.0524709,-0.76369596,2647.9270976226576
0.0036060815,1.5509036,-1.1908723,0.0035339599,2647.9286169188827
-2.064049,1.4862825,0.9292151,0.0036060815,2647.930136215108
0.0036060815,-0.09231568,0.984316,-2.3632815,2647.9316555113332
-2.3632815,0.9023137,0.9420527,0.001153946,2647.9331748075588
1.5878298,0.93411934,0.0035339599,0.68313605,2647.9346941037843
1.4862825,0.0036060815,0.0036060815,-1.8555453,2647.9362134000094
0.05538941,-2.0639768,-2.3632815,0.9280611,2647.937732696235
0.9049822,0.003678203,0.015001299,1.0027791,2647.9392519924604
0.93642724,-2.3632815,0.48004156,0.94385576,2647.9407712886855
0.0036060815,1.6616824,-1.1908723,0.0034618382,2647.942290584911
1.4810176,1.4862825,0.93044114,0.0036060815,2647.943809881136
0.003678203,0.6462098,1.0212423,-2.3632815,2647.9453291773616
-2.3632815,0.90613616,0.9414036,0.015001299,2647.946848473587
1.9017031,0.93440783,0.0034618382,-0.27694705,2647.948367769812
1.4862825,0.0036060815,0.0036060815,-1.8001559,2647.9498870660377
0.22155765,1.4810897,-2.3632815,0.9297199,2647.951406362263
0.9057034,0.003678203,0.010385514,1.0397054,2647.9529256584883
0.93440783,-2.3632815,0.3507996,0.94176424,2647.954444954714
0.0036060815,1.495514,-1.6709139,0.0035339599,2647.955964250939
0.29952112,1.4862825,0.9306575,0.0036060815,2647.9574835471644
0.0036060815,-0.46157843,1.0581685,-2.3632815,2647.95900284339
-2.3632815,0.9056313,0.94053817,0.010385514,2647.960522139615
1.8463137,0.93707633,0.0034618382,-0.1477051,2647.9620414358405
1.4862825,0.0036060815,0.0036060815,-1.5047457,2647.9635607320656
-0.31387332,0.29959324,-2.3632815,0.9316672,2647.965080028291
0.90216947,0.003678203,0.00576973,1.0766317,2647.9665993245167
0.9360666,-2.3632815,0.53543097,0.9414036,2647.9681186207417
0.0036060815,1.4216615,-1.8370821,0.0035339599,2647.9696379169673
-0.88204753,1.4862825,0.9280611,0.0036060815,2647.971157213193
0.0036060815,-1.495514,1.0950948,-2.3632815,2647.972676509418
-2.3632815,0.9057034,0.94118726,0.00576973,2647.9741958056434
1.9017031,0.9369321,0.0035339599,0.31387332,2647.9757151018684
1.4862825,0.0036060815,0.0036060815,-0.8031465,2647.977234398094
-0.3507996,-0.8819754,-2.3632815,0.92777264,2647.9787536943195
0.90613616,0.003678203,0.001153946,1.1135579,2647.9802729905446
0.9388794,-2.3632815,0.5908204,0.9406824,2647.98179228677
0.0036060815,1.4216615,-1.6893771,0.0035339599,2647.983311582995
-2.063544,1.4862825,0.92885447,0.0036060815,2647.9848308792207
0.0036060815,-0.25848392,1.1135579,-2.3632815,2647.986350175446
-2.3632815,0.907218,0.9388794,0.001153946,2647.9878694716713
1.0523988,0.9346242,0.0034618382,-0.05538941,2647.989388767897
1.4862825,0.0036060815,0.0036060815,-2.1694186,2647.9909080641223
1.0339357,-2.063472,-2.3632815,0.925032,2647.9924273603474
0.9067131,0.0036060815,0.015001299,1.1320211,2647.993946656573
0.9369321,-2.3632815,0.3507996,0.9450097,2647.995465952798
0.0036060815,1.4216615,-1.6524508,0.0035339599,2647.9969852490235
1.4815224,1.4862825,0.92979205,0.0036060815,2647.998504545249
0.0036060815,-0.6462098,1.1504842,-2.3632815,2648.000023841474
-2.3632815,0.90844405,0.94082665,0.015001299,2648.0015431376996
1.4585878,0.93685997,0.0035339599,0.40618902,2648.003062433925
1.4862825,0.0036060815,0.0036060815,-1.5970614,2648.00458173015
0.0,1.4815946,-2.3632815,0.92885447,2648.0061010263757
0.90512645,0.003678203,0.010385514,1.1689473,2648.007620322601
0.93440783,-2.3632815,0.81237805,0.94017756,2648.0091396188263
0.0036060815,1.9017031,-0.6185151,0.0034618382,2648.010658915052
0.30002597,1.4862825,0.930369,0.0036060815,2648.012178211277
0.0036060815,-0.24002078,1.1874105,-2.3632815,2648.0136975075025
-2.3632815,0.90411675,0.9403939,0.010385514,2648.0152168037275
1.6986086,0.9372206,0.0035339599,0.0,2648.016736099953
1.4862825,0.0036060815,0.0036060815,-1.8370821,2648.0182553961786
-0.40618902,0.3000981,-2.3632815,0.92914295,2648.0197746924036
0.90512645,0.0036060815,0.00576973,1.2058736,2648.021293988629
0.93541753,-2.3632815,0.18463136,0.9427018,2648.0228132848547
0.0036060815,2.0678713,-1.7816927,0.0035339599,2648.0243325810798
-0.8815427,1.4862825,0.9299363,0.0036060815,2648.0258518773053
0.003678203,0.1477051,1.2243367,-2.3632815,2648.0273711735304
-2.3632815,0.9045495,0.94248545,0.00576973,2648.028890469756
1.7724612,0.93440783,0.0034618382,-0.018463137,2648.0304097659814
1.4862825,0.0036060815,0.0036060815,-1.6893771,2648.0319290622065
0.7754518,-0.88147056,-2.3632815,0.92885447,2648.033448358432
0.9030349,0.0036060815,0.001153946,1.2427999,2648.0349676546575
0.9353454,-2.3632815,0.25848392,0.941043,2648.0364869508826
0.0036060815,1.5878298,-0.6923676,0.0035339599,2648.038006247108
-2.0630393,1.4862825,0.9293593,0.0036060815,2648.039525543333
0.003678203,0.18463136,1.2427999,-2.3632815,2648.0410448395587
-2.3632815,0.9065689,0.9442885,0.001153946,2648.0425641357842
1.9201663,0.933903,0.0035339599,0.27694705,2648.0440834320093
1.4862825,0.0036060815,0.0036060815,-1.3201143,2648.045602728235
-0.31387332,-2.062967,-2.3632815,0.92748415,2648.04712202446
0.9039725,0.003678203,0.015001299,1.261263,2648.0486413206854
0.9340472,-2.3632815,-0.018463137,0.94212484,2648.050160616911
